LID,Smiles
2638,OC(=O)c1cc2c(cc1)N1[Fe@@]3(N2Cc2ccccc2O3)Oc2ccccc2C1
2639,C1CCCC1CCNC(=O)c1cc(c(cc1)C)C(=O)Nc1ccc(N)nc1
2640,CC1=C(C)C(=N[C@@H]1C)/C=C\1/c2cc(ccc2NC1=O)S(=O)(=O)N(C)c1cc(Cl)ccc1
2641,C(=O)(CNC1CCCCCC1)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)CCC1
2642,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c1nc(N)[nH]c2=O
2643,[C@@H]1(N)C(=O)N=C(N)NC1=O
2644,O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)OC)O)O
2645,COC(=O)C1CCN(CC1)C(=O)c1ccc(cc1)NCc1cnc2nc(N)nc(N)c2n1
2646,Nc1ncccc1NCc1ccccc1
2647,Clc1ccc(cc1)NC(=N)NO
2648,CC1(C)S(=O)(=O)[C@@H]2CC(=O)N2[C@H]1C(=O)O
2649,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCCCC
2650,N[C@H]1[C@@H](C1)c1ccccc1
2651,c1(ccc(c2C(=N)NC3(Nc12)CCN(CC3)C(=O)c1cnc(cc1)CN)F)F
2652,n1(c(C(=O)N(C2CC2)C2CC2)cc2c1nc(c1c2n(C)cn1)Nc1cc(n(n1)C)C)CC
2653,CN(C)C(=O)C(=O)c1c2cc(c(cc2n(c1)C)Cl)C(=O)N1[C@@H](CN([C@H](C1)C)Cc1ccc(F)cc1)C
2654,O=C(C1(CC1)CN1C[C@H](N(CC1)S(=O)(=O)c1ccc([C@](C(F)(F)F)(C)O)cc1)C)N
2655,c1c(ccc(c1F)N1CCSCC1)N1C[C@H](CNC(=O)C)OC1=O
2656,[P@](=O)(O[P@@](=O)(O)OC[C@H]1O[C@@H](n2c3nc(N)[nH]c(=O)c3nc2)[C@H](O)[C@@H]1O)(O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O1)C
2657,COc1c(c(ccc1)OC)CN1CCC(CC1)NC(=O)CCCS
2658,C(=O)([C@@H](N1CCc2sccc2C1)c1ccccc1Cl)OC
2659,C1Cc2c(NC1)c(ccc2)OP(=O)(O)O
2660,O=C(O)[C@@H](N)CCSCCCCC(=O)O
2661,O1C[C@H](C[C@H]1CO)NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@H](C(=O)N[C@@H]1[C@@H](Cc2c1cccc2)O)OCc1ccccc1
2662,[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)NC(=O)NC(=O)C
2663,Clc1ccc(COCCNCCNS(=O)(=O)c2cccc3cnccc23)cc1
2664,Oc1c(F)cc(cc1)/C=N/OC(=O)C1CCCCC1
2665,Brc1c(=O)oc2c(c1C)ccc(c2Br)O
2666,C[C@H]1CC[C@H]2[C@]31CC(C)(C)C[C@@H]3C=C2C(=O)O
2667,O=C(c1ccc(c2cscc2)cc1)c1ccc(cc1)OC[C@@H]1NCCC1
2668,C1=C(C(=O)c2c(C1=O)n(c(c2COc1ccccc1)C)C)OC
2669,c1(sc(=S)[nH]n1)NC(=O)C[C@H](c1ccccc1)NC(=O)OCc1ccccc1
2670,c1ccccc1CCC[C@@H](C(=O)O)CS
2671,[C@@H]1([C@H](CCc2cc(ccc12)O)c1ccccc1)c1ccc(cc1)OCCN1CCCC1
2672,c1(cc(c(cc1)O)N(=O)=O)CC(=O)O
2673,n1cnc2c(c1N)ncn2[C@H]1[C@H](O)[C@H](OP(=O)(O)O)[C@H](O1)CO[P@@](=O)(O)O[P@@](=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(cc1)N(C)C
2674,n1(c(c(c2cc(ccc12)OC)CC(=O)O)C)C(=O)c1ccc(cc1)I
2675,c1(c2n(nc1)c(cc(n2)c1c(cccc1)C)NCc1c[n+](ccc1)[O-])Br
2676,c12c(nc(N3CCC[C@H](C3)N)n2Cc2ccccc2C#N)n(c(=O)n(C)c1=O)C
2677,COc1ccc(cc1)CSC[C@H](NC(=O)CCCN)C(=O)NCC(=O)O
2678,c1(ccc(cc1)c1cccnc1)CO[C@H]([C@@H]([C@H]([C@@H](OCc1ccc(cc1)c1cccnc1)C(=O)N[C@@H](C(C)C)C(=O)NC)O)O)C(=O)N[C@@H](C(C)C)C(=O)NC
2679,C1CCCN1C[C@@H]1O[C@@H](C[C@H]1O)n1cc(C)c(=O)[nH]c1=O
2680,O1C[C@@H]2C(=C([C@@H](S2)NC(=O)C(=O)O)C(=O)O)CC1
2681,O[C@@H]1[C@H]2CS/C(=N\CCCCCCCC)/N2[C@H]([C@@H]([C@H]1O)O)O
2682,N1=C(C)[C@@H]2C(=N1)C=CC(=C2)c1cc(cnc1)OC[C@H](Cc1ccccc1)N
2683,C(=O)(CNC(=O)C)O
2684,COc1cccc(c1)CC1=CN=C2C1=CCC=N2
2685,CNCCC=C1c2ccccc2CCc2c1cccc2
2686,O=P(O)(O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1CN(C)c2c(=O)nc(N)[nH]c12
2687,c1c(ccc(c1C)n1[nH]c(c(c1=O)/N=N/c1c(C(=O)O)ccc(c1)S(O)(O)O)C)S(O)(O)O
2688,c1(O)ccc(CCNC(=O)/C=C/c2ccc(O)c(O)c2)cc1
2689,C1CCN(C2(c3ccccc3)CCCCC2)CC1
2690,n1(cc(c(=O)[nH]c1=O)C)[C@@H]1O[C@@H]([C@@H](N)C1)COP(=O)(O)O
2691,c12cc(ccc2c(O)ccc1)O
2692,SSSSS
2693,C(=N)(N)c1cc2cc(ccc2cc1)CCC(=O)OCC
2694,S/C=C/C[S@](=O)CC=C
2695,c1(cc2c(cc1)N(C)C=CN2C)CN
2696,c1cc2c(c(c1)F)c(=O)[nH]c(=O)n2CCCCN1CC=C(CC1)c1ccccc1
2697,O[C@H]1C[C@@H](C[C@@H](C1)C/C=C/1\CCC[C@]2([C@@H]1CC[C@@H]2[C@H](C)CC#CC(C)(C)O)C)O
2698,O=C([C@H]([C@@H](c1ccc(C(C)C)cc1)N)O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)OC
2699,C1=c2c(=NC1)c(=O)[nH]cn2
2700,O=C([C@@H](C)CC)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]1N(C(=O)C[C@H](O)C1)Cc1ccc2c(CO)c(OC)ccc2c1
2701,ClC[C@@H](C)Cl
2702,n1c(C)n(C)cc1
2703,N([C@@H](Cc1cc(C(=N)N)ccc1)C(=O)N1CCN(CC1)C(=O)CCN)S(=O)(=O)c1c(cc(cc1C(C)C)C(C)C)C(C)C
2704,O=c1n(C)c(=O)cc(n1Cc1c(C#N)cccc1)N1C[C@H](N)CCC1
2705,c1c(CSc2ncc[nH]2)c2nc(N)[nH]c(=O)c2cc1N
2706,OCC(=O)[C@H]([C@@H](COP(=O)(O)O)O)O
2707,O=C(O)c1nccnc1C(=O)N[C@@H]1CC[C@@H](CC1)C(=O)NCCSSCCNC(=O)C
2708,C1=C2C(=NC=C2)C=C[C@@H]1C(=O)N1CC[N@@](CC1)C1c2ccccc2-c2c1cccc2
2709,[P@@](=O)(O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12)O[P@](=O)(O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)c1nc(C(=O)N)ccc1
2710,N=C(SCC)Nc1ccccc1
2711,c1(c(=O)oc2c(c1O)CCCC=C2)[C@H](c1ccccc1)CC
2712,[P@@](=O)(O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12)O[P@@](=O)(O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1CC(=C(C=C1)C[C@H](O)C)C(=O)N
2713,COc1c(OC)cc(cc1OC)Nc(n2)nccc2Nc3c(Cl)ccc(c34)OCO4
2714,C(CCCCCCCNCCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC
2715,FC(F)(F)c1ccc(cc1)C(=O)N1[C@@](C(=O)O)(CC(C)C)C[C@H](C(=O)O)[C@@H]1c1sccc1
2716,N[C@H](C(=O)O)CCC(=O)N[C@@H](CSCCCCCC)C(=O)NCC(=O)O
2717,c1ccc(cc1)c1c(c(N2CC(=O)NS2(=O)=O)cs1)Cl
2718,C([C@H](CO[P@](=O)(O)OCCSC)NC(=O)C)OCCCCCCCCCCCCCCC/C=C/C
2719,CNC(=O)c1ccc(cc1)Nc(nc2)nc(c2C(F)(F)F)NCc3c(N(C)S(=O)(=O)C)nccn3
2720,c1c(cccc1)n1c(=O)c2c(cccc2F)nc1[C@H](CC)NC1=NCN=C2[C@H]1N=CN2
2721,C1CC(CCC1)S(=O)(=O)NCC(=O)N[C@H](CCNc1ccncc1)C(=O)N1CCCCC1
2722,COCCOc1c(cc2c(c1)ncc1c2cc(nc1N)n1ccnc1)OC
2723,C1(=CN=C2[C@@H]1C=CC=C2)CCc1ccncc1
2724,N(c1ccccc1)C(=S)N
2725,C1(=CC=C2C(=C(C=N2)CCNC(=O)C)C1)O
2726,n1c2c(c(O)cc1C(=O)O)cccc2
2727,OC(=O)c1oc(cc1)c1ccccc1OC(F)(F)F
2728,N[C@H](C(=O)O)CCC(=O)N[C@H](C(=O)NCC(=O)O)CSCc1c(cccc1)I
2729,COCCCC/C(=N\OCCN)/c1ccc(cc1)C(F)(F)F
2730,n1c2-c(c([nH]cn2)Br)nc1
2731,C(=O)(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1
2732,c1c(c2c(C(=O)NC2=O)c2c1n(c1c2cc(cc1)O)CCCO)c1c(cccc1)OC
2733,O=C(OC)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](O)[C@H](N)c1ccc(C)cc1
2734,c1(cc(c(c(c1)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)O
2735,N([C@H](C(=O)O)Cc1ccccc1)C(=O)NO
2736,c1c2c(N)cc(C)nc2ccc1NC(=O)Nc1cc2c(N)cc(C)nc2cc1
2737,[C@@H]1([C@@H]([C@H]([C@@H]2[C@@H](CO[C@](C(=O)O)(C)O2)O1)O)O)OC
2738,CCCCCCCCCC(=O)CC(=O)N[C@H]1CCNC1=O
2739,C(c1c(ccc(C(=O)N(Cc2cc3c(n2C)cccc3)C)c1)N)N(C(=O)C)C
2740,O=C1OC[C@H]2[C@H]1[C@@H](c1c([C@@H]2O)cc2c(c1)OCO2)c1cc(OC)c(OC)c(c1)OC
2741,C1[C@H](O)[C@@H](O)[C@H](O)[C@@]2(O[C@H]12)CO
2742,N1(CC[C@](CN)(CC1)c1ccc(Cl)cc1)c1ncnc2N=CCc12
2743,COc1ccc(cc1)C(=O)N/N=C/c1cc(Br)c(O)c(Br)c1O
2744,O=P(O)(O)O[P@](=O)(O)OCCN(C)C
2745,C1CCCCC1Nc1ccccc1C(=O)O
2746,c1(ccc(cc1)N(=O)=O)O[P@@](=O)(O)CCCC(=O)NCC(=O)O
2747,c1c(ccc2c1[C@]1(CO2)CCN(CC1)C(=O)/C=C/c1ccccc1)CN
2748,c1(nc2c(c(=O)[nH]1)ncn2CCC(CO)CO)N
2749,CSC1=N/C(=C/c2cccs2)/C(=O)N1
2750,n1c(N)[nH]c(=O)c2c1ccc(C[C@@H](C(=O)O)c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)c2
2751,O=C1[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N1)Cc1ccc(O)cc1
2752,Fc1c(F)cc(c(c1)[C@@H]1[C@@H](N)Cn2c3c(nc2C1)cncc3)F
2753,O=c1nc(N)ccn1[C@H]1O[C@@H](CO)OC1
2754,c1cc(ccc1C(=O)NCc1cc(ccc1F)F)S(=O)(=O)N
2755,c1c(c2sc(c(C)n2)CSc2cc(c(cc2)OCC(=O)O)C)ccc(C(F)(F)F)c1
2756,n12ncnc(c1c(c(c2)C(=O)NCCC)C)Nc1c(ccc(c1)C(=O)NC1CC1)C
2757,Cn1c2c(c(C3=C(c4cn(CCCN)c5ccccc45)C(=O)NC3=O)c1)cccc2
2758,c12nc([nH]c1cccc2C(=O)N)c1cc(OC)ccc1
2759,SCCC(=O)N[C@H](C)C(=O)O
2760,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(Cl)c(Cl)cc(Cl)c1O
2761,n1c(C)c(O)c(C/N=C(/C(=O)O)\C=C\CP(=O)(O)O)c(c1)COP(=O)(O)O
2762,n1(c(=O)c2c(n(c1=O)C)ncn2CCC)CCCC[C@@H](C)O
2763,c1c(Br)c(O)c(Br)cc1NC(=O)c1ccccc1
2764,c12CN(C[C@@H](c2ccc(c1C)C)c1cc(ccc1)O)C(=O)N(C)C
2765,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2
2766,n1(c(=O)[nH]c(=O)cc1)[C@H]1[C@H](O)[C@@H]([C@H](O1)CO[P@@](=O)(O)O[P@](=O)(O)O[C@@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)F)O)O)O
2767,N1=C(CCCC)N=C2C(=O)N=NC(=O)[C@@H]12
2768,C([C@@H]([C@@H]1C(=O)[C@H](O)C(=O)O1)O)O
2769,C/C=C/N(C)[C@@H]1C=Cc2c1cccc2
2770,OC(=O)[C@@H](O)CS(O)(O)O
2771,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(C1)(O)[C@@H]1CCCCN1
2772,c1(ccc2c(c1)[nH]c(n2)c1c(O)c(n[nH]1)c1ccccc1)C(=N)N
2773,n1c(c(C#C[C@H](C)c2cc(c3cc(C)cc(C)c3)cc(OC)c2)c(C)nc1N)N
2774,C([C@@H](CNC(=O)c1ccc(cc1)S(=O)(=O)N)C)n1ccc2c1cccc2
2775,SCP(=O)(O)O
2776,n1c(C)c(O)c(CN[C@H](C(=O)O)CCC)c(c1)COP(=O)(O)O
2777,C1CCN(CC1)Cc1ccc(cc1)[C@H]1CC[C@@H](CC1)N(C(=O)Oc1ccc(cc1)Cl)C
2778,[nH]1c(=O)[nH]c(=O)c(c1)N
2779,[C@H]1(O)[C@H](O)[C@H](O)[C@H](O1)CSCC[C@H](N)C(=O)O
2780,c1c(ccc(c1)O)/C=C\C(=O)c1c(O)cc(OC)c(c1)CC=C(C)C
2781,OP(=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](C(=O)C1=O)n1cnc2c1N=CN([C@H]2N)[C@H]1C(=O)C(=O)[C@H](O1)COP(=O)(O)O
2782,CC(C)(C)OC(=O)N[C@H](C(=O)C)CC(=O)OC
2783,c1(ccc(cc1)N(=O)=O)O[P@](=O)(C)O
2784,[nH]1c(=O)[nH]ccc1=O
2785,c1cccc(Cl)c1Nc(n2)n(CC)c(c23)nc(nc3)Nc4c(F)cccc4F
2786,n1c2[C@@H]([C@H](Nc3cc(cc(c(=O)[nH]1)c23)F)c1ccc(cc1)F)c1ncnn1C
2787,c1c(cc(c2ccc(NC(=O)c3ccsc3C(=O)O)c(c2)F)cc1)OC
2788,C(c1cccc(c1)c1nnc2ccc(NC3CCCCC3)nn12)(F)(F)F
2789,c1(ccc(cc1C(=O)O)C[C@H](NC(=O)[C@@H](NC(=O)CCC(=O)O)Cc1ccccc1)C(=O)NCCCCC)OCC(=O)O
2790,Oc1ccc2c(c1)cc(c(c2)O)C(=O)O
2791,c1(cc(c(cc1)O)N(=O)=O)C
2792,c1cc(ccc1)c1ccc(cc1F)[C@H](C)C(=O)OC
2793,C1=C2C(=NN=C2c2cccc(NC(=O)c3occc3)c2)C=C[C@@H]1c1ncn[nH]1
2794,c1(ccc(O)cc1)CCC(=O)O
2795,c1cc2c(cc1O)cc(o2)c1ccc(cc1)O
2796,C1(=NC(=O)[C@H]2C(=CN=C2N1)CNC(=O)OC(C)(C)C)N
2797,C(=O)(OCc1ccccc1)N[C@H](C(=O)NC[P@@](=O)(O)O[C@H](C(=O)O)Cc1ccccc1)C
2798,C1CN(CCO1)c1ccc(Nc2nc(cn3ccnc23)C2=CC=C3C=NN=C3C2)cc1
2799,C1COCCN1[C@@H]1N=CN=C2C1=NC=N2
2800,[C@H]1(NC(=O)[C@@H](NC(=O)C)Cc2cc(P(=O)(O)O)c(P(=O)(O)O)cc2)CCCCc2cc(OCC3CCCCC3)c(cc12)C(=O)N
2801,ClC1=CC=C2N=C(C=C2C1)C(=O)N[C@H](C(=O)N1CC[C@H](O)CC1)Cc1ccc(F)cc1
2802,C1CC1NC(=O)c2cc(c(C)cc2)-c(c3)ccc(c34)nc(nc4)NCCN5CCOCC5
2803,C(=NN)(N)N
2804,c1(c2n(nc1)c(cc(n2)c1ccccc1)NCc1cnccc1)Br
2805,O[C@H]1[C@@H](O)C=Cc2c1cccc2
2806,c1(cc(c(cc1)O)OC)CNC(=O)CCCC/C=C/C(C)C
2807,CC(=O)N[C@@H](Cc1cc(c(c(c1)I)O)I)C(=O)N[C@H]([C@H](O)C)C(=O)O
2808,c1(cc2c(cc1C(=O)CCC(=O)O)[C@H]([C@@H](C2(C)C)C)C(C)C)C
2809,O=C1CC[C@H]2C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@]2(O)C#C)C
2810,N1=c2c(=C[C@@H]1CN1C(=O)CN(CC1)S(=O)(=O)/C=C/c1ccc(Cl)s1)cncc2
2811,c1(ccc(C(=O)c2cccc(CC(=O)O)c2N)cc1)Br
2812,C1(=O)C=C(C(=O)c2ccccc12)C
2813,c1cc(c(cc1C[C@@H](C(=O)N[C@H]1CCCCN(C1=O)Cc1ccc(cc1)c1ccccc1)NC(=O)C)P(=O)(O)O)P(=O)(O)O
2814,C(OCCCCCCCCCC)[C@H](O[P@](=O)(O)OC)COCC(F)(F)F
2815,c1cc(cc2c1nccn2)C[C@H]1C(=O)NC(=O)S1
2816,c1(c(cc(cc1)NC(=O)c1cc(ccc1)N(=O)=O)NC(=O)c1cc(ccc1)N(=O)=O)Oc1cc(c(cc1)C(=O)O)C(=O)O
2817,C1(=CC=C2C(=CC(=N2)c2ccccc2O)C1)C(=N)N
2818,c1cc(c(cc1)C(F)(F)F)Nc1c(cccc1)C(=O)O
2819,c1c2OCOc2ccc1CN1C[C@H](CCC1)Oc1ccc(cc1)n1ccnc1
2820,S(=O)(=O)(N)c1cc2c(s1)S(=O)(=O)N(C(=C2)CN1CCOCC1)c1cc(ccc1)OC
2821,Cc1c(nc2c(c1C(=O)O)cc(cc2)F)c1ccc(cc1)c1ccccc1
2822,c1cc(ccc1)CCCN(O)CO
2823,[C@H]1([C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)C(=O)N
2824,c1c(Br)cccc1C(=O)N/N=C/c1cc(Br)c(O)c(Br)c1O
2825,O=C(O)c1c(O)ccc(c1)c1ccc(cc1Cl)Cl
2826,n1c(N)[nH]c(=O)c2cc(ccc12)C[C@@H](c1ccc(cc1)C(=O)N[C@@H](/C=C\C(=O)O)C(=O)O)C(=O)O
2827,[C@@H]1(O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12)C[S@@H](CCON)C
2828,S[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1[C@H](CC[C@H]1C(=O)O)c1ccccc1
2829,c1cc(Br)ccc1NC(=S)OCCN1C(=O)c2ccccc2C1=O
2830,C(=O)(C)N[C@H](C(=O)O)CO
2831,C1(=O)[C@@H]2/C=C/C[N@]3[C@H](O[Fe]456(O3)ON(/C=C\C[C@@H](C(=O)N2)N1)[C@@H](/C=C/CCOC(=O)[C@@H](CCC[N@@]([C@@H](C[C@H](CCO)C)O6)O5)NC(=O)C)O4)C[C@@H](C)CCO
2832,C1(=O)NC(=O)N[C@@]21[C@H](O)[C@H](O)[C@H](O2)COP(=O)(O)O
2833,OC(=O)c1cc(C(=O)O)c(cc1)C1=C2CC(=C(C=C2Oc2c1cc(F)c(O)c2)O)F
2834,C(O)C(=O)[C@@H](O)[C@@H](O)[C@H](O)CO
2835,c1c(C(C)(C)C)ccc(c1)S(=O)(=O)NC1=N[C@@H](c2ncccn2)N=C([C@@H]1Oc1ccccc1OC)OCCO
2836,O=C(COC1CCCCC1)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)CCC1
2837,c1(ccc(cc1)OC)c1ccc(cc1)S(=O)(=O)N[C@H](C(C)C)P(=O)(O)O
2838,O=C1C2=C(Cc3n1cc1cc4c(nc31)cccc4)[C@@](C(=O)OC2)(O)CC
2839,O=C1C(C)(C)CC[C@@]2(O1)[C@]1(C)[C@@H](CC2)[C@H]2[C@H](CC1)c1ccc(C(=O)N)cc1CC2
2840,Cc1oc(c2ccccc2)nc1CCOc1ccc(c2c1ccs2)C[C@H](OC)C(=O)O
2841,O=c1c(C)cn(c(=O)[nH]1)[C@H]1O[C@@H](CO)[C@H](O)C1
2842,C1(n2nc(c3ccncc3)c(C3=CC4=CC=C(C4=CC3)NO)c2)CCNCC1
2843,[C@H]1([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O1)O)O)O[P@](=O)(O)CP(=O)(O)O
2844,c1cc(Cl)cc(Cl)c1C[C@@H](CN)NC(=O)c2ccc(s2)-c3ccnc(n3)NC
2845,SCCC(=O)N1CCC2=c3c(=N[C@H]2C1)cccc3
2846,CC1(C)Cc2c(C(=O)C1)sc(N1CCOCC1)n2
2847,C[C@@](O)(CO)C[C@@H](O)C
2848,OP(=O)(O)OC[C@@H]1[C@@H](O)[C@@H](O)[C@@](O)(O1)C(=O)O
2849,O=S(=O)(N)c1cc(ccc1Cl)C(=O)NN1[C@@H](C)Cc2c1cccc2
2850,O=S1(=O)c2ccccc2C(=N1)C1=C([C@@H](N(C1=O)Cc1ccccc1)C(C)C)O
2851,n1c(N)nc(N)c(c1)Cc1cc(OCCC[C@@H](CCC(=O)O)C(=O)O)c(Br)c(OC)c1
2852,C(=O)(O)C[C@H](C(=O)N[C@@H]1C(=O)NCCCCCCn2cc(C1)c1c2cccc1)CC(C)C
2853,c1(ccc(cc1)CCNC(=O)C)S(=O)(=O)N
2854,[C@H](C(=O)O)(O)[C@@H](O)[C@@H]([C@H](COP(=O)(O)O)O)O
2855,COc1cccc(c1)c1cccc(CC[C@]2(C)CC(=O)N(C)C(=N2)N)c1
2856,c1(cc2c(cc1)nc(o2)c1c2c(ccc1)c(ccc2)O)O
2857,O=C(C)Nc1ccc(cc1)Cc1nc2n(CCCC)c(=O)n(c(=O)c2[nH]1)Cc1ccccc1F
2858,FC(F)(F)c1cccc(c1)/N=N/C1=C(N=N[C@@H]1N)N
2859,C1=C(C(=O)c2c(C1=O)n(c(c2CO)c1ccccc1)C)N1C[C@H]1C
2860,O=N(=O)C1=NC(=O)NC(=O)C1=N
2861,O=[P@](O)(O[C@@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O[P@@](=O)(O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=N)[nH]c1=O
2862,c1(ccc2c(c1)c(c(n2Cc1ccccc1)C)CC(=O)N)OCCCC(=O)O
2863,c1c2c(NC(=O)/C/2=N\c2ccc(cc2)O)ccc1
2864,O=C1[C@@H](CC)C[C@@H]([C@@]2(N1)O[C@H]([C@@H]([C@@H]([C@@H]2C)O)C)C[C@H](O)[C@@H](C)CC/C=C/C=C(\C)/[C@H]1OC(=O)[C@H]2NN(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([C@@H]([C@H]([C@H](/C=C/C=C/C1)O)C)O)CCC(=O)C)C(C)C)Cc1cc(O)ccc1)CCC2)C
2865,c1ncccc1C(=O)Nc(cc2)cc(c2C)Nc(n3)nccc3-c4cccnc4
2866,[O-]C(=O)CC[C@H](C([O-])=O)NC(=O)c1ccc(cc1)N(C2)CN([C@@H]23)c4c(NC3)[nH]c(N)nc4=O
2867,O=C(C(=O)O)CCc1ccccc1OC
2868,C1=NC(=C[C@H]1C1=NN=C[C@H]1c1cccc(c1)Cl)C(=O)N[C@@H](c1ccc(F)c(Cl)c1)CO
2869,Fc1ccc(cc1)CC(=O)NC(=O)Nc1cc(F)c(cc1)Oc1ccnc2c1cc[nH]2
2870,O=C(N)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@@H](NC(=O)OC(C)(C)C)Cc1ccccc1
2871,[nH]1c(=O)[nH]c(=O)c(F)c1
2872,C(C(=O)[C@H]([C@@H]([C@@H](CO)O)O)OC)O
2873,FC(F)(F)c1c2c(n(C)n1)sc(c2)C(=O)NCCS
2874,C1(=O)[C@@H](C(=O)N2C(=Nc3ccc(cc3N12)C)N(C)C)CCC
2875,P(=O)(O)(O)F
2876,c1(cc(ccc1)CN)C1CCN(C(=O)c2cc(CCc3ccccc3)cnc2)CC1
2877,C(CCCc1ccccc1)N
2878,O=C1NC(=O)c2c1c(C)cc1c2c2cc(C)ccc2n1CCCN
2879,c1(c2n(nc1)c(cc(n2)c1c(c(ccc1)Cl)Cl)NCc1ccncc1)SC#N
2880,[C@@H]1([C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O[C@H]1[C@@H]([C@H](c2n([C@@H]1CO)ccn2)O)O
2881,c1cccc(c1)C(=O)/C=C/C=C(/O)\C(=O)O
2882,O=C(C(=O)O)CCc1ccccc1O
2883,CN(C)C[C@@H](O)COc(cc1)ccc1Nc(n2)nccc2-c(c(n3)C)n(c34)cccc4
2884,N1(C(=O)[C@@](C(F)(F)F)(C)O)[C@H](CN([C@@H](C1)C)C(=O)c1ccc(cc1)C#N)C
2885,C(=O)(O)CCCCCCCCCCCBr
2886,Fc1ccc(cc1)Oc1ccc(cc1)OC1(CCOCC)C(=O)NC(=O)NC1=O
2887,O=C(O)C[Se]C
2888,Nc1c(cnn1c1ccc(F)cc1)C(=O)c1cccc(OC[C@@H](O)CO)c1
2889,[C@H]12[C@H]3[C@@]([C@H]([C@@H]([C@@H]3O)O)O)(CC[C@@H]1c1c(CC2)cc(cc1)O)C
2890,N1[C@@H](SCC1)N
2891,c1cc(c2c(c1F)N[C@H](NC2=N)CCNC(=O)c1ccoc1)F
2892,COc1ccccc1/C=N\OCCC(=O)O
2893,COc1ccc(cc1OC)N1C[C@H]([C@H](CC1)N)c1cccc(c1)C
2894,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ccnc12
2895,n1cc(ccc1)C(=O)C(C)(C)c1cnccc1
2896,c1(ccc2c(c1)[nH]c(n2)c1cc(F)ccc1O)C(=N)N
2897,c1cc(ccc1Cl)c1nc2c(o1)c(ccc2)C/C=C(/[C@@H](O)C)\n1cnc(c1)C(=O)N
2898,S1CC(=NN=C1NCC=C)c1ccc(Cl)cc1
2899,C(=O)(c1ccc2c(c1)ccc(c2)[C@@H](c1cc2C(CCC(c2cc1)(C)C)(C)C)O)O
2900,C1(=c2c(=NC1)cccc2)C(=O)O[C@H]1C[C@H]2CC[C@H](N2C)C1
2901,c1cc(c2cnn(C)c2)nn2c1nnc2Sc1cc2c(cc1)nccc2
2902,NCc1ccccc1c1ccccc1
2903,c12cc(C#N)c(c3ccccc3Cl)c(c1n(C)cn2)CN
2904,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
2905,C1=C([C@@H]2C(=CN=C2N=C1)c1ccnc(N)n1)OC
